"last_name, first_name",pitcher,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,st_avg_speed,sv_avg_speed,year,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,st_avg_spin,sv_avg_spin,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn,n_st,n_sv
"Allard, Kolby",663465,91.5,,86.7,,82.4,76.7,,,,,2020,2169.0,,2263.0,,1744.0,2031.0,,,,,46.5,,30.9,,12.5,10.2,,,,
"Allard, Kolby",663465,91.4,92.6,86.3,,83.6,75.9,,,,,2021,2122.0,2214.0,2196.0,,1606.0,1896.0,,,,,47.9,0.3,23.9,,16.8,11.1,,,,
"Allard, Kolby",663465,91.1,,84.9,,82.8,74.2,,,,,2022,2108.0,,2139.0,,1646.0,1858.0,,,,,53.2,,22.1,,19.4,5.4,,,,
"Allard, Kolby",663465,90.0,90.4,84.4,,82.0,71.7,,,,,2024,2041.0,1967.0,2111.0,,1591.0,1886.0,,,,,40.6,5.5,17.4,,24.3,12.2,,,,
"Allard, Kolby",663465,90.1,90.6,84.9,,81.4,72.1,,,,,2025,2029.0,2005.0,2039.0,,1547.0,1882.0,,,,,38.9,8.6,19.3,,20.0,13.2,,,,
"McKenzie, Triston",663474,92.8,,,86.3,86.8,80.1,,,,,2020,2336.0,,,2173.0,1642.0,2224.0,,,,,53.3,,,20.2,10.0,16.5,,,,
"McKenzie, Triston",663474,92.1,,,86.4,86.0,79.3,,,,,2021,2256.0,,,2162.0,1622.0,2147.0,,,,,61.6,,,19.1,1.3,18.0,,,,
"McKenzie, Triston",663474,92.5,,,87.3,,79.4,,,,,2022,2312.0,,,2197.0,,2198.0,,,,,56.1,,,21.9,,21.9,,,,
"McKenzie, Triston",663474,92.4,,,85.2,,78.8,,,,,2023,2254.0,,,2188.0,,2216.0,,,,,63.3,,,20.0,,16.7,,,,
"McKenzie, Triston",663474,91.1,,,85.4,,77.7,,,,,2024,2229.0,,,2167.0,,2212.0,,,,,52.4,,,21.0,,26.6,,,,
"Sands, Cole",663485,91.6,90.2,84.3,,85.5,78.6,84.8,,,,2022,2221.0,2259.0,2375.0,,2057.0,2812.0,1285.0,,,,48.8,1.5,7.5,,2.3,22.9,17.1,,,
"Sands, Cole",663485,93.8,92.9,88.5,,,80.4,86.2,,,,2023,2346.0,2245.0,2427.0,,,2925.0,1271.0,,,,37.8,12.1,7.3,,,18.9,24.0,,,
"Sands, Cole",663485,95.7,94.6,90.8,,,82.4,87.8,,,,2024,2295.0,2210.0,2467.0,,,2785.0,1426.0,,,,28.9,10.2,29.6,,,14.1,17.2,,,
"Sands, Cole",663485,95.0,94.0,89.4,,,81.7,88.2,,,,2025,2353.0,2246.0,2438.0,,,2939.0,1531.0,,,,26.6,9.0,24.1,,,18.6,21.6,,,
"Allen, Logan",663531,92.6,,,83.5,82.4,76.6,,,,,2019,1997.0,,,2414.0,1186.0,2561.0,,,,,48.1,,,22.9,21.4,7.6,,,,
"Allen, Logan",663531,92.7,90.3,82.9,83.1,83.3,76.8,,,81.5,,2021,1993.0,1694.0,2479.0,2597.0,1515.0,2705.0,,,2534.0,,41.9,1.5,0.5,2.3,16.1,8.8,,,28.9,
"Allen, Logan",663531,91.3,90.1,87.0,,,78.0,79.6,,81.7,,2024,1975.0,1869.0,2140.0,,,2499.0,1076.0,,2428.0,,18.9,16.2,22.1,,,1.3,20.6,,20.9,
"Hudson, Bryan",663542,91.3,,86.0,,,,,,81.5,,2024,2287.0,,2206.0,,,,,,2042.0,,52.2,,24.5,,,,,,23.3,
"Hudson, Bryan",663542,90.5,88.9,85.6,,84.7,,,,80.6,,2025,2216.0,2061.0,2112.0,,1902.0,,,,2089.0,,66.7,7.2,3.5,,0.6,,,,22.0,
"Hjelle, Sean",663546,92.2,93.8,,,88.5,85.7,,,,,2022,2079.0,1978.0,,,1758.0,1879.0,,,,,0.4,54.2,,,7.0,38.4,,,,
"Hjelle, Sean",663546,94.7,94.8,,,89.5,85.6,,,,,2023,2036.0,2105.0,,,1769.0,1894.0,,,,,0.6,52.7,,,3.5,43.2,,,,
"Hjelle, Sean",663546,,94.6,92.1,,,85.8,,,,,2024,,2222.0,2259.0,,,1968.0,,,,,,55.5,10.1,,,34.4,,,,
"Hjelle, Sean",663546,,93.6,89.6,,,85.8,,,,,2025,,2299.0,2238.0,,,2043.0,,,,,,50.0,14.2,,,35.8,,,,
"Mize, Casey",663554,93.7,93.6,88.4,,,80.8,86.0,,,,2020,2244.0,2161.0,2293.0,,,2322.0,1260.0,,,,25.8,26.5,19.7,,,10.1,17.9,,,
"Mize, Casey",663554,93.8,93.2,,85.9,,81.3,85.8,,,,2021,2150.0,2060.0,,2239.0,,2197.0,1103.0,,,,29.7,22.3,,28.1,,6.7,13.2,,,
"Mize, Casey",663554,95.5,95.5,87.0,85.8,,79.6,86.2,,,82.5,2024,2260.0,2164.0,2148.0,2233.0,,2123.0,1258.0,,,2254.0,38.2,8.4,0.8,26.0,,7.5,18.2,,,0.8
"Mize, Casey",663554,94.6,94.8,,88.2,,,88.6,,,83.6,2025,2251.0,2216.0,,2188.0,,,1445.0,,,2262.0,33.6,12.6,,16.4,,,24.2,,,13.3
"McClanahan, Shane",663556,96.4,,,89.2,89.2,82.6,,,,,2021,2256.0,,,2400.0,1725.0,2646.0,,,,,40.9,,,34.2,8.0,16.8,,,,
"McClanahan, Shane",663556,96.7,,,89.3,87.7,82.0,,,,,2022,2233.0,,,2348.0,1732.0,2628.0,,,,,35.6,,,15.4,25.4,23.5,,,,
"McClanahan, Shane",663556,96.8,95.9,,89.3,86.9,83.5,,,,,2023,2242.0,2320.0,,2256.0,1604.0,2532.0,,,,,41.8,0.1,,15.3,25.8,17.0,,,,
"Morán, Jovani",663558,93.4,,,81.5,83.3,80.7,,,,,2022,2225.0,,,2623.0,1809.0,2565.0,,,,,51.0,,,2.1,45.5,1.3,,,,
"Morán, Jovani",663558,93.3,92.2,,81.8,83.2,,,,,,2023,2269.0,2174.0,,2602.0,1692.0,,,,,,45.5,0.1,,7.2,47.2,,,,,
"Falter, Bailey",663559,91.7,91.8,,84.5,83.7,76.1,,,,,2021,1801.0,1765.0,,1873.0,1659.0,1908.0,,,,,5.4,62.7,,23.4,5.8,2.7,,,,
"Falter, Bailey",663559,91.5,91.0,,83.5,83.1,76.6,,,,,2022,2089.0,1778.0,,1967.0,1567.0,2125.0,,,,,28.5,35.8,,14.8,4.0,16.9,,,,
"Falter, Bailey",663559,90.7,90.7,,84.5,84.6,76.5,85.0,,,,2023,2031.0,1789.0,,1934.0,1612.0,1993.0,1223.0,,,,45.3,6.3,,18.9,4.6,22.5,2.4,,,
"Falter, Bailey",663559,91.9,91.9,,86.1,,77.7,86.8,,,,2024,2039.0,1897.0,,1978.0,,1888.0,1493.0,,,,48.8,13.9,,21.7,,15.2,0.5,,,
"Falter, Bailey",663559,92.1,92.2,,85.1,,78.0,85.3,,,,2025,2126.0,2026.0,,2047.0,,1872.0,933.0,,,,50.8,9.8,,18.0,,13.6,7.7,,,
"Davis, Noah",663562,91.5,93.5,88.4,83.8,84.7,78.4,,,,,2023,2337.0,2162.0,2270.0,2219.0,1881.0,2724.0,,,,,1.8,50.2,16.6,14.6,9.2,7.5,,,,
"Davis, Noah",663562,93.9,93.8,88.7,,85.6,78.0,,,80.1,,2024,2373.0,2249.0,2299.0,,1971.0,2874.0,,,2731.0,,6.6,40.5,20.5,,4.7,3.6,,,21.1,
"Davis, Noah",663562,94.8,94.4,87.9,,,76.0,,,80.0,,2025,2226.0,2226.0,2203.0,,,2637.0,,,2728.0,,7.2,37.5,19.1,,,0.4,,,33.1,
"Lambert, Peter",663567,92.7,92.0,,87.6,85.2,78.0,,,,,2019,2256.0,2247.0,,2164.0,1534.0,2277.0,,,,,52.7,0.4,,12.1,21.9,12.8,,,,
"Lambert, Peter",663567,93.2,,,88.1,86.2,78.0,,,82.6,,2023,2213.0,,,2277.0,1507.0,2087.0,,,2541.0,,44.6,,,21.2,20.0,3.2,,,11.1,
"Lambert, Peter",663567,94.5,93.9,90.0,86.9,87.0,77.9,,,,81.3,2024,2234.0,2235.0,2325.0,2391.0,1462.0,2367.0,,,,2620.0,38.4,2.4,1.0,18.8,25.0,3.9,,,,10.5
"Kolek, Stephen",663568,95.8,95.2,92.4,88.2,88.7,,,,83.7,,2024,2257.0,2213.0,2346.0,2458.0,1792.0,,,,2481.0,,12.9,41.2,19.1,9.8,6.6,,,,10.4,
"Kolek, Stephen",663568,94.0,93.6,90.5,85.4,87.5,80.2,,,82.5,,2025,2177.0,2148.0,2354.0,2520.0,1468.0,2243.0,,,2563.0,,25.6,24.1,15.2,16.6,11.6,0.1,,,6.8,
"Santillan, Tony",663574,95.0,,,85.1,88.8,,,,,85.2,2021,2109.0,,,2355.0,1476.0,,,,,2278.0,47.0,,,45.3,6.4,,,,,1.2
"Santillan, Tony",663574,96.2,,,86.7,,,,,,86.1,2022,2206.0,,,2320.0,,,,,,2246.0,49.5,,,31.4,,,,,,19.1
"Santillan, Tony",663574,97.2,,,87.1,92.0,,,,,86.2,2024,2362.0,,,2284.0,1425.0,,,,,2250.0,60.3,,,24.8,1.0,,,,,13.9
"Santillan, Tony",663574,96.3,,,86.5,95.1,,,,,86.1,2025,2347.0,,,2215.0,2389.0,,,,,2190.0,65.0,,,13.4,0.1,,,,,21.5
"Irvin, Jake",663623,94.5,93.9,,,87.8,80.9,,,,,2023,2333.0,2274.0,,,2218.0,2407.0,,,,,36.1,28.2,,,5.2,30.6,,,,
"Irvin, Jake",663623,93.9,93.3,89.9,85.9,88.4,81.1,,,,,2024,2377.0,2299.0,2551.0,2579.0,2225.0,2534.0,,,,,37.7,20.7,6.6,0.3,3.4,31.3,,,,
"Irvin, Jake",663623,92.4,91.9,87.4,83.7,85.6,77.8,,,,,2025,2332.0,2290.0,2469.0,2488.0,2198.0,2486.0,,,,,32.0,22.2,4.2,4.3,7.7,29.6,,,,
"Ward, Thaddeus",663658,93.4,93.2,87.6,,88.1,,,,81.0,,2023,2086.0,2119.0,2497.0,,1619.0,,,,2428.0,,4.8,37.6,20.0,,1.5,,,,36.1,
"Enright, Nic",663671,93.2,,,85.0,85.6,82.6,,,,,2025,2515.0,,,2464.0,1685.0,2434.0,,,,,66.4,,,25.9,0.2,7.5,,,,
"Harris, Hogan",663687,92.6,,90.5,,80.1,74.0,,,77.0,,2023,2266.0,,2212.0,,1965.0,2586.0,,,2450.0,,46.9,,18.9,,20.3,3.3,,,10.6,
"Harris, Hogan",663687,92.9,93.5,90.6,,81.1,72.4,,,78.8,,2024,2256.0,2273.0,2134.0,,2065.0,2574.0,,,2403.0,,56.0,0.2,0.2,,16.5,15.7,,,11.5,
"Harris, Hogan",663687,93.5,,89.1,84.4,82.0,73.5,,,78.2,,2025,2301.0,,2216.0,2151.0,2112.0,2630.0,,,2436.0,,56.7,,2.7,1.6,13.2,22.8,,,3.1,
"McArthur, James",663704,92.8,94.1,91.7,86.4,,82.2,,,,,2023,2266.0,2228.0,2410.0,2268.0,,2860.0,,,,,1.8,34.6,0.6,24.3,,38.7,,,,
"McArthur, James",663704,94.7,95.1,,87.7,,83.7,,,,,2024,2402.0,2285.0,,2264.0,,2783.0,,,,,9.1,35.7,,21.6,,33.7,,,,
"Neidert, Nick",663734,91.7,,85.6,84.5,83.3,74.4,,,,,2021,2071.0,,2070.0,2138.0,1637.0,2031.0,,,,,47.0,,0.2,30.9,12.0,9.9,,,,
"Lynch IV, Daniel",663738,93.8,93.2,,85.2,84.7,77.4,,,,,2021,2112.0,2070.0,,2056.0,1720.0,1874.0,,,,,40.5,11.9,,28.6,16.3,2.7,,,,
"Lynch IV, Daniel",663738,94.0,93.3,,86.0,84.8,81.6,,,,,2022,2127.0,2027.0,,2018.0,1671.0,2096.0,,,,,43.2,3.0,,29.6,18.2,6.0,,,,
"Lynch IV, Daniel",663738,92.6,92.4,,87.6,84.1,80.7,,,,,2023,2151.0,2050.0,,2195.0,1632.0,2193.0,,,,,42.5,2.4,,18.7,28.0,8.5,,,,
"Lynch IV, Daniel",663738,92.9,92.7,89.6,85.9,84.7,80.4,,,,,2024,2207.0,2103.0,2156.0,2295.0,1624.0,2239.0,,,,,35.5,10.0,0.5,26.8,21.2,6.0,,,,
"Lynch IV, Daniel",663738,94.1,93.8,,86.8,86.0,82.6,,,,,2025,2234.0,2093.0,,2290.0,1642.0,2257.0,,,,,22.7,19.0,,29.2,19.2,9.8,,,,
"Morris, Cody",663752,94.6,,88.2,,81.9,79.6,,,,,2022,2500.0,,2329.0,,1402.0,2364.0,,,,,44.6,,31.4,,17.1,6.9,,,,
"Knehr, Reiss",663753,93.5,92.5,88.5,81.8,88.9,,,,,,2021,2396.0,2330.0,2290.0,2233.0,1847.0,,,,,,54.4,0.2,15.2,7.6,22.6,,,,,
"Woodford, Jake",663765,92.7,93.0,,84.5,85.7,76.3,,,,,2020,2261.0,2222.0,,2362.0,1504.0,2528.0,,,,,43.3,7.5,,26.9,1.1,21.1,,,,
"Woodford, Jake",663765,92.1,91.4,92.2,84.0,85.1,76.3,,,81.8,,2021,2216.0,2020.0,2255.0,2377.0,1528.0,2483.0,,,2477.0,,21.5,37.0,0.5,3.9,6.0,12.5,,,18.6,
"Woodford, Jake",663765,92.4,91.8,,83.7,85.2,75.3,,,82.1,,2022,2209.0,2025.0,,2589.0,1401.0,2541.0,,,2507.0,,21.1,38.5,,0.3,3.7,8.5,,,28.0,
"Woodford, Jake",663765,92.5,92.0,89.8,82.9,86.2,76.3,,,81.6,,2023,2203.0,2039.0,2321.0,2494.0,1309.0,2418.0,,,2565.0,,6.2,50.8,5.6,1.0,4.1,10.1,,,22.2,
"Woodford, Jake",663765,91.3,91.5,88.6,,85.6,,,,80.7,,2024,2203.0,2179.0,2254.0,,1472.0,,,,2582.0,,2.9,44.8,18.9,,5.2,,,,28.2,
"Woodford, Jake",663765,93.1,93.3,89.0,,86.5,,,,81.1,,2025,2169.0,2052.0,2141.0,,1314.0,,,,2544.0,,17.3,31.4,9.9,,18.6,,,,22.9,
"Shugart, Chase",663767,95.4,94.3,89.9,,88.2,,,,80.9,,2025,2108.0,2089.0,2460.0,,1773.0,,,,2660.0,,18.8,19.9,25.4,,7.1,,,,28.8,
"Evans, Demarcus",663770,91.0,,85.9,,,79.6,,,,,2021,2467.0,,2452.0,,,2262.0,,,,,60.3,,24.9,,,14.8,,,,
"Hoeing, Bryan",663773,93.2,93.1,,83.2,87.6,80.2,,,,,2022,2013.0,1967.0,,2362.0,1719.0,2364.0,,,,,19.1,50.2,,12.0,12.0,6.7,,,,
"Hoeing, Bryan",663773,93.9,94.1,,83.2,87.3,,84.9,,,,2023,2083.0,2018.0,,2260.0,1642.0,,1092.0,,,,9.1,52.5,,31.8,2.3,,4.4,,,
"Hoeing, Bryan",663773,94.4,93.9,,83.0,,,86.8,,,,2024,2059.0,1961.0,,2188.0,,,1011.0,,,,4.7,51.8,,22.9,,,20.6,,,
"Sandoval, Patrick",663776,93.0,,,86.6,83.6,78.0,,,,,2019,1970.0,,,2444.0,1662.0,2739.0,,,,,46.4,,,9.2,31.0,13.4,,,,
"Sandoval, Patrick",663776,92.8,,,84.6,84.2,78.2,,,,,2020,2017.0,,,2527.0,1551.0,2746.0,,,,,44.6,,,25.1,22.9,7.4,,,,
"Sandoval, Patrick",663776,93.2,93.3,,85.4,84.6,78.4,,,85.3,,2021,2079.0,1889.0,,2609.0,1593.0,2799.0,,,2706.0,,24.4,18.6,,17.0,29.6,10.1,,,0.3,
"Sandoval, Patrick",663776,93.1,93.4,,86.3,83.7,78.6,,,,,2022,2038.0,1924.0,,2551.0,1608.0,2779.0,,,,,22.7,14.3,,29.2,24.6,9.2,,,,
"Sandoval, Patrick",663776,93.0,93.3,,87.0,83.0,76.5,,,81.8,,2023,1986.0,1901.0,,2463.0,1780.0,2722.0,,,2664.0,,25.2,11.4,,26.1,25.8,9.0,,,2.6,
"Sandoval, Patrick",663776,93.7,93.7,,87.8,82.9,76.3,,,81.3,,2024,2035.0,1961.0,,2545.0,1699.0,2751.0,,,2779.0,,15.9,17.5,,24.7,28.3,9.0,,,4.6,
"Hagenman, Justin",663795,,93.0,86.7,84.4,86.8,,,,,,2025,,2228.0,2376.0,2515.0,1769.0,,,,,,,25.1,32.6,19.3,23.0,,,,,
"Kowar, Jackson",663804,95.6,,,83.1,86.2,78.2,,,,,2021,2193.0,,,2300.0,2413.0,2080.0,,,,,55.3,,,13.0,30.4,1.3,,,,
"Kowar, Jackson",663804,95.8,,,82.9,85.7,,,,,,2022,2259.0,,,2306.0,2512.0,,,,,,46.6,,,10.6,42.8,,,,,
"Kowar, Jackson",663804,96.9,95.9,,86.0,86.6,,,,,,2023,2016.0,2288.0,,2185.0,2387.0,,,,,,38.0,0.2,,26.2,35.6,,,,,
"Kowar, Jackson",663804,97.3,96.4,,86.2,87.0,,,,,,2025,2167.0,2159.0,,2507.0,2421.0,,,,,,57.7,1.4,,35.6,5.3,,,,,
"Hicks, Jordan",663855,101.0,100.5,,86.2,,,,,,,2018,2104.0,2081.0,,2420.0,,,,,,,1.5,76.5,,22.0,,,,,,
"Hicks, Jordan",663855,100.9,101.1,,86.9,90.3,,91.2,,,,2019,2201.0,2031.0,,2481.0,1564.0,,870.0,,,,0.2,60.3,,33.8,2.3,,3.4,,,
"Hicks, Jordan",663855,99.0,99.4,,89.1,92.0,,92.0,,84.7,,2022,1949.0,2042.0,,2421.0,1775.0,,1248.0,,2487.0,,1.2,64.6,,0.4,2.5,,0.1,,31.2,
"Hicks, Jordan",663855,100.3,100.1,,87.1,,,91.4,,86.8,,2023,2362.0,2111.0,,2477.0,,,980.0,,2574.0,,10.8,64.2,,3.5,,,1.6,,19.9,
"Hicks, Jordan",663855,95.3,94.5,,,,,84.3,,81.1,,2024,2126.0,1927.0,,,,,925.0,,2240.0,,5.4,51.5,,,,,19.1,,24.1,
"Hicks, Jordan",663855,97.3,97.5,,84.3,,,89.2,,82.5,,2025,2098.0,1926.0,,2294.0,,,919.0,,2309.0,,9.3,54.5,,8.1,,,6.0,,22.2,
"Pearson, Nate",663878,96.3,,,84.5,87.7,77.2,,,,,2020,2306.0,,,2623.0,1833.0,2517.0,,,,,50.6,,,36.1,6.8,6.5,,,,
"Pearson, Nate",663878,97.8,,,87.0,83.3,74.4,,,,,2021,2201.0,,,2585.0,1713.0,2308.0,,,,,62.8,,,34.6,1.0,1.7,,,,
"Pearson, Nate",663878,97.9,,,87.4,,80.4,,,,,2023,2304.0,,,2573.0,,2586.0,,,,,61.9,,,23.9,,14.2,,,,
"Pearson, Nate",663878,97.7,97.3,,87.9,,80.9,88.3,,,,2024,2254.0,2124.0,,2521.0,,2672.0,617.0,,,,45.9,1.8,,40.7,,11.5,0.1,,,
"Pearson, Nate",663878,97.6,97.3,,89.5,,83.2,,,,,2025,2294.0,2201.0,,2511.0,,2578.0,,,,,52.1,2.5,,40.4,,5.0,,,,
"Little, Brendon",663893,,94.5,93.8,,,86.7,,,,,2024,,2069.0,2292.0,,,1985.0,,,,,,57.0,11.2,,,31.8,,,,
"Little, Brendon",663893,94.4,93.4,93.3,,,87.0,,,,,2025,2033.0,2028.0,2201.0,,,1797.0,,,,,0.6,45.6,7.8,,,46.0,,,,
"Singer, Brady",663903,92.9,93.3,,83.1,87.8,,,,,,2020,2196.0,2241.0,,2387.0,2164.0,,,,,,0.7,57.2,,37.4,4.7,,,,,
"Singer, Brady",663903,92.7,93.7,,85.4,88.0,,,,,,2021,2264.0,2271.0,,2393.0,2015.0,,,,,,0.3,57.7,,38.2,3.8,,,,,
"Singer, Brady",663903,93.1,93.8,,85.5,86.9,,,,,,2022,2060.0,2300.0,,2341.0,2229.0,,,,,,0.5,53.8,,38.0,7.7,,,,,
"Singer, Brady",663903,92.4,92.1,,84.0,87.7,,,,81.4,,2023,2315.0,2279.0,,2377.0,1854.0,,,,2256.0,,1.6,49.5,,42.0,6.3,,,,0.5,
"Singer, Brady",663903,91.7,92.2,82.8,83.0,88.0,,,,82.1,,2024,2364.0,2277.0,2450.0,2407.0,2074.0,,,,2426.0,,11.0,41.6,0.0,40.3,1.8,,,,5.2,
"Singer, Brady",663903,91.3,92.2,87.5,82.6,,,,,81.6,,2025,2442.0,2362.0,2347.0,2434.0,,,,,2418.0,,10.5,40.6,9.4,28.4,,,,,11.1,
"Beck, Tristan",663941,94.7,95.0,,87.7,86.6,79.2,,,82.2,,2023,2103.0,2255.0,,2436.0,1589.0,2325.0,,,2618.0,,36.6,0.1,,33.1,0.4,7.9,,,22.0,
"Beck, Tristan",663941,94.7,,,89.8,,80.6,,,83.1,,2025,2130.0,,,2486.0,,2364.0,,,2808.0,,33.0,,,21.3,,17.3,,,28.4,
"Holton, Tyler",663947,91.5,91.2,88.0,,82.9,78.3,,,81.8,,2023,2167.0,2092.0,2301.0,,1636.0,2565.0,,,2582.0,,27.9,12.3,19.4,,22.5,3.6,,,14.2,
"Holton, Tyler",663947,92.0,91.6,87.6,,83.6,79.2,,,80.6,,2024,2294.0,2226.0,2363.0,,1663.0,2664.0,,,2649.0,,15.1,21.8,27.3,,18.9,1.5,,,15.5,
"Holton, Tyler",663947,92.0,91.4,88.7,,84.6,80.4,,,81.4,,2025,2257.0,2163.0,2352.0,,1642.0,2806.0,,,2740.0,,11.3,21.8,30.2,,14.6,3.5,,,18.6,
"Phillips, Tyler",663969,92.7,93.8,,,,81.0,85.8,,82.5,,2024,2314.0,2095.0,,,,2559.0,1276.0,,2415.0,,19.2,30.3,,,,14.4,6.9,,29.2,
"Phillips, Tyler",663969,94.6,95.5,,,,84.1,86.9,,84.5,,2025,2236.0,2056.0,,,,2559.0,1257.0,,2461.0,,8.9,31.6,,,,23.4,13.6,,22.4,
"Paddack, Chris",663978,93.9,,,,84.5,76.1,,,,,2019,2230.0,,,,1707.0,2145.0,,,,,61.1,,,,28.5,10.4,,,,
"Paddack, Chris",663978,94.1,,87.9,,83.9,76.9,,,,,2020,2172.0,,2156.0,,1786.0,2096.0,,,,,58.2,,3.4,,31.0,7.4,,,,
"Paddack, Chris",663978,94.8,,,,85.2,78.7,,,,,2021,2210.0,,,,1795.0,2185.0,,,,,61.5,,,,26.2,12.3,,,,
"Paddack, Chris",663978,93.0,,,83.5,82.5,76.0,,,,,2022,2193.0,,,1861.0,1949.0,2155.0,,,,,51.8,,,3.8,26.4,18.0,,,,
"Paddack, Chris",663978,93.3,,,85.9,82.9,78.2,,,,,2024,2214.0,,,2032.0,1895.0,2133.0,,,,,42.9,,,17.7,25.9,13.6,,,,
"Paddack, Chris",663978,93.7,93.5,88.6,85.6,84.5,78.2,,,,,2025,2244.0,2139.0,2031.0,1984.0,1808.0,2112.0,,,,,42.7,5.9,7.0,9.0,23.5,11.9,,,,
"Stephan, Trevor",663986,96.2,,,83.8,,,86.9,,,,2021,2378.0,,,2553.0,,,1319.0,,,,59.8,,,32.1,,,8.1,,,
"Stephan, Trevor",663986,96.5,,,85.9,,,87.9,,,,2022,2479.0,,,2590.0,,,1273.0,,,,47.4,,,24.8,,,27.7,,,
"Stephan, Trevor",663986,94.9,,,85.4,,,86.5,,,,2023,2528.0,,,2619.0,,,1288.0,,,,47.7,,,24.1,,,28.1,,,
"Vespi, Nick",663989,,,88.6,83.7,,80.5,,,,,2022,,,2264.0,2551.0,,2421.0,,,,,,,47.3,36.3,,16.4,,,,
"Lovelady, Richard",663992,93.4,94.3,,87.3,89.3,,,,,,2019,2320.0,2294.0,,2451.0,1887.0,,,,,,49.1,10.9,,39.2,0.8,,,,,
"Lovelady, Richard",663992,93.2,93.1,,86.6,,,,,,,2021,2491.0,2351.0,,2628.0,,,,,,,33.3,16.8,,49.8,,,,,,
"Lovelady, Richard",663992,90.8,91.0,,85.9,86.1,,,,,,2023,2359.0,2235.0,,2381.0,1657.0,,,,,,31.2,20.9,,46.8,1.1,,,,,
"Lovelady, Richard",663992,92.4,92.2,,86.2,,,,,83.4,,2024,2344.0,2166.0,,2254.0,,,,,2144.0,,19.7,34.3,,37.3,,,,,8.7,
"Kennedy, Brett",664028,91.4,,,82.2,82.8,,,,,,2018,2083.0,,,2179.0,1681.0,,,,,,67.4,,,24.1,8.5,,,,,
"Kennedy, Brett",664028,93.1,92.1,,83.8,83.6,,,,,,2023,2171.0,1980.0,,2298.0,1409.0,,,,,,42.9,23.5,,5.5,28.1,,,,,
"Lakins, Travis",664042,93.7,,90.4,,87.3,81.7,,,,,2019,2217.0,,2497.0,,1574.0,2747.0,,,,,39.7,,37.2,,3.5,19.5,,,,
"Lakins, Travis",664042,93.2,,90.8,,87.5,80.6,,,,,2020,2227.0,,2418.0,,1550.0,2727.0,,,,,33.6,,40.9,,3.2,22.3,,,,
"Lakins, Travis",664042,93.4,93.1,91.3,,87.9,80.7,,,,,2021,2237.0,2123.0,2416.0,,1626.0,2721.0,,,,,35.3,2.0,37.7,,6.2,18.8,,,,
"Eshelman, Thomas",664045,85.5,85.6,,80.8,78.7,76.2,,,,,2019,1854.0,1777.0,,1853.0,1284.0,1944.0,,,,,27.4,18.4,,21.2,17.9,15.1,,,,
"Eshelman, Thomas",664045,85.9,86.6,,77.9,79.4,76.4,,,,,2020,1863.0,1778.0,,1832.0,1280.0,1774.0,,,,,24.0,20.2,,25.5,12.3,18.0,,,,
"Eshelman, Thomas",664045,85.7,86.6,,77.8,81.3,76.2,,,,,2021,1821.0,1845.0,,1907.0,1474.0,1835.0,,,,,5.4,43.1,,26.8,14.3,10.4,,,,
"Stashak, Cody",664054,91.7,,,82.2,85.4,,,,,,2019,2241.0,,,2222.0,1477.0,,,,,,54.0,,,39.0,7.1,,,,,
"Stashak, Cody",664054,90.6,,,82.5,85.7,,,,,,2021,2210.0,,,2204.0,1435.0,,,,,,45.5,,,51.9,2.6,,,,,
"Gonsolin, Tony",664062,93.6,,,88.0,,80.5,86.6,,,,2019,2456.0,,,2553.0,,2657.0,1998.0,,,,47.9,,,16.9,,10.1,25.1,,,
"Gonsolin, Tony",664062,95.1,,,87.5,,81.7,85.1,,,,2020,2489.0,,,2760.0,,2645.0,1838.0,,,,47.5,,,16.7,,6.0,29.8,,,
"Gonsolin, Tony",664062,93.8,,,86.9,,80.2,83.3,,,,2021,2379.0,,,2599.0,,2612.0,1448.0,,,,43.5,,,26.0,,8.8,21.7,,,
"Gonsolin, Tony",664062,93.1,93.3,,87.5,,80.7,83.5,,,,2022,2325.0,2766.0,,2486.0,,2570.0,1411.0,,,,39.1,0.1,,21.4,,11.9,27.5,,,
"Gonsolin, Tony",664062,92.4,93.3,,86.8,,80.9,83.0,,,,2023,2215.0,2725.0,,2469.0,,2580.0,1482.0,,,,39.4,0.1,,18.3,,15.1,27.2,,,
"Gonsolin, Tony",664062,93.5,,,88.1,,81.7,84.2,,,,2025,2236.0,,,2508.0,,2749.0,1511.0,,,,40.2,,,16.1,,16.9,26.8,,,
"Ponce, Cody",664074,93.2,93.2,89.3,,84.6,78.3,,,,,2020,2516.0,2550.0,2543.0,,1975.0,2270.0,,,,,37.0,7.9,23.4,,7.9,23.8,,,,
"Ponce, Cody",664074,93.2,,89.4,83.9,86.1,79.5,,,,,2021,2260.0,,2320.0,2320.0,1885.0,2161.0,,,,,42.1,,18.8,14.3,8.3,16.4,,,,
"Cleavinger, Garrett",664076,95.8,95.5,,82.9,,,,,,,2021,2290.0,2160.0,,2713.0,,,,,,,53.4,1.1,,45.5,,,,,,
